Date,Player ID,Player Surname,Player Forename,Team,Team Id,Opposition,Opposition id,Venue, Position Id ,Appearances,Time Played,Starts,Substitute On,Substitute Off,Goals,First Goal,Winning Goal,Shots On Target inc goals,Shots Off Target inc woodwork,Blocked Shots,Penalties Taken,Penalty Goals,Penalties Saved,Penalties Off Target,Penalties Not Scored,Direct Free-kick Goals,Direct Free-kick On Target,Direct Free-kick Off Target,Blocked Direct Free-kick,Goals from Inside Box,Shots On from Inside Box,Shots Off from Inside Box,Blocked Shots from Inside Box,Goals from Outside Box,Shots On Target Outside Box,Shots Off Target Outside Box,Blocked Shots Outside Box,Headed Goals,Headed Shots On Target,Headed Shots Off Target,Headed Blocked Shots,Left Foot Goals,Left Foot Shots On Target,Left Foot Shots Off Target,Left Foot Blocked Shots,Right Foot Goals,Right Foot Shots On Target,Right Foot Shots Off Target,Right Foot Blocked Shots,Other Goals,Other Shots On Target,Other Shots Off Target,Other Blocked Shots,Shots Cleared off Line,Shots Cleared off Line Inside Area,Shots Cleared off Line Outside Area,Goals Open Play,Goals from Corners,Goals from Throws,Goals from Direct Free Kick,Goals from Set Play,Goals from penalties,Attempts Open Play on target,Attempts from Corners on target,Attempts from Throws on target,Attempts from Direct Free Kick on target,Attempts from Set Play on target,Attempts from Penalties on target,Attempts Open Play off target,Attempts from Corners off target,Attempts from Throws off target,Attempts from Direct Free Kick off target,Attempts from Set Play off target,Attempts from Penalties off target,Goals as a substitute,Total Successful Passes All,Total Unsuccessful Passes All,Assists,Key Passes,Total Successful Passes Excl Crosses Corners,Total Unsuccessful Passes Excl Crosses Corners,Successful Passes Own Half,Unsuccessful Passes Own Half,Successful Passes Opposition Half,Unsuccessful Passes Opposition Half,Successful Passes Defensive third,Unsuccessful Passes Defensive third,Successful Passes Middle third,Unsuccessful Passes Middle third,Successful Passes Final third,Unsuccessful Passes Final third,Successful Short Passes,Unsuccessful Short Passes,Successful Long Passes,Unsuccessful Long Passes,Successful Flick-Ons,Unsuccessful Flick-Ons,Successful Crosses Corners,Unsuccessful Crosses Corners,Corners Taken incl short corners,Corners Conceded,Successful Corners into Box,Unsuccessful Corners into Box,Short Corners,Throw Ins to Own Player,Throw Ins to Opposition Player,Successful Dribbles,Unsuccessful Dribbles,Successful Crosses Corners Left,Unsuccessful Crosses Corners Left,Successful Crosses Left,Unsuccessful Crosses Left,Successful Corners Left,Unsuccessful Corners Left,Successful Crosses Corners Right,Unsuccessful Crosses Corners Right,Successful Crosses Right,Unsuccessful Crosses Right,Successful Corners Right,Unsuccessful Corners Right,Successful Long Balls,Unsuccessful Long Balls,Successful Lay-Offs,Unsuccessful Lay-Offs,Through Ball,Successful Crosses Corners in the air,Unsuccessful Crosses Corners in the air,Successful crosses in the air,Unsuccessful crosses in the air,Successful open play crosses,Unsuccessful open play crosses,Touches,Goal Assist Corner,Goal Assist Free Kick,Goal Assist Throw In,Goal Assist Goal Kick,Goal Assist Set Piece,Key Corner,Key Free Kick,Key Throw In,Key Goal Kick,Key Set Pieces,Duels won,Duels lost,Aerial Duels won,Aerial Duels lost,Ground Duels won,Ground Duels lost,Tackles Won,Tackles Lost,Last Man Tackle,Total Clearances,Headed Clearances,Other Clearances,Clearances Off the Line,Blocks,Interceptions,Recoveries,Total Fouls Conceded,Fouls Conceded exc handballs pens,Total Fouls Won,Fouls Won in Danger Area inc pens,Fouls Won not in danger area,Foul Won Penalty,Handballs Conceded,Penalties Conceded,Offsides,Yellow Cards,Red Cards,Goals Conceded,Goals Conceded Inside Box,Goals Conceded Outside Box,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Saves from Penalty,Catches,Punches,Drops,Crosses not Claimed,GK Distribution,GK Successful Distribution,GK Unsuccessful Distribution,Clean Sheets,Team Clean sheet,Error leading to Goal,Error leading to Attempt,Challenge Lost,Shots On Conceded,Shots On Conceded Inside Box,Shots On Conceded Outside Box,Team Formation,Position in Formation,Turnovers,Dispossessed,Big Chances,Big Chances Faced,Pass Forward,Pass Backward,Pass Left,Pass Right,Unsuccessful Ball Touch,Successful Ball Touch,Take-Ons Overrun,CompId,SeasId,Touches open play final third,Touches open play opp box,Touches open play opp six yards
2011-12-26,1765,Heskey,Emile,Aston Villa,7,Stoke City,110,Away,6,1,45,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,11,0,0,12,11,3,1,9,10,0,1,6,3,6,7,12,11,0,0,4,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,6,5,4,2,2,3,1,0,0,0,0,0,0,0,1,4,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,9,6,3,5,2,1,1,8,2011,16,1,1
2012-02-05,1765,Heskey,Emile,Aston Villa,7,Newcastle United,4,Away,6,1,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0,13,3,1,0,12,3,0,0,6,0,7,3,13,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,4,3,2,1,2,2,1,0,0,1,1,0,0,0,1,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0,0,0,0,4,5,3,4,0,0,0,8,2011,12,2,0
2011-09-10,1765,Heskey,Emile,Aston Villa,7,Everton,11,Away,6,1,17,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,2,3,0,0,2,3,0,0,0,1,2,2,2,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,3,1,0,1,0,0,0,8,2011,1,0,0
2012-04-15,1765,Heskey,Emile,Aston Villa,7,Manchester United,1,Away,6,1,26,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,1,10,1,2,1,8,0,0,0,7,1,3,0,10,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,2,3,2,2,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,0,1,0,0,4,4,2,1,1,1,0,8,2011,3,1,0
2011-10-15,1765,Heskey,Emile,Aston Villa,7,Manchester City,43,Away,6,1,64,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,9,0,0,15,9,7,1,8,8,2,0,9,3,4,6,15,8,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,3,3,2,2,1,1,1,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,7,9,4,4,1,2,0,8,2011,16,2,0
2012-04-09,1765,Heskey,Emile,Aston Villa,7,Stoke City,110,Home,6,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,3,2,0,0,3,2,0,0,1,0,2,2,3,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,0,0,0,0,4,0,1,0,0,0,0,8,2011,2,0,0
2012-05-06,1765,Heskey,Emile,Aston Villa,7,Tottenham Hotspur,6,Home,6,1,53,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,0,0,13,5,3,1,10,4,0,0,8,2,5,3,13,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,4,3,1,0,3,3,0,0,0,1,1,0,0,0,1,3,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,2,0,0,3,4,9,2,1,0,0,8,2011,10,3,0
2011-11-21,1765,Heskey,Emile,Aston Villa,7,Tottenham Hotspur,6,Away,6,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,14,0,0,18,14,7,3,11,11,2,1,8,3,8,10,18,13,0,1,1,5,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,1,0,43,0,0,0,0,0,0,0,0,0,0,5,9,4,6,1,3,1,0,0,3,1,2,0,0,0,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,1,0,0,15,3,12,3,2,1,0,8,2011,20,1,2
2012-04-28,1765,Heskey,Emile,Aston Villa,7,West Bromwich Albion,35,Away,6,1,90,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,12,10,0,2,12,10,1,2,11,8,0,0,3,5,9,5,12,10,0,0,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,10,12,6,6,4,6,0,1,0,1,1,0,0,0,0,3,2,2,3,0,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,4,0,0,8,3,8,3,0,0,0,8,2011,18,5,0
2011-10-22,1765,Heskey,Emile,Aston Villa,7,West Bromwich Albion,35,Home,6,1,29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,8,2,3,1,5,1,1,1,4,0,3,1,7,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,1,5,0,3,1,2,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,0,1,0,0,2,1,5,2,1,0,0,8,2011,1,0,0
2011-08-13,1765,Heskey,Emile,Aston Villa,7,Fulham,54,Away,6,1,90,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,19,14,0,0,19,14,5,1,14,13,2,0,9,2,8,12,19,13,0,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,10,12,6,8,4,4,0,1,0,1,1,0,0,1,1,2,3,3,3,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0,1,0,0,16,4,5,8,1,0,0,8,2011,20,2,0
2012-04-07,1765,Heskey,Emile,Aston Villa,7,Liverpool,14,Away,6,1,58,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,0,0,11,7,5,0,6,7,2,0,7,2,2,5,11,7,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,2,0,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,10,0,1,0,0,6,2,4,6,2,0,0,8,2011,7,3,0
2011-12-03,1765,Heskey,Emile,Aston Villa,7,Manchester United,1,Home,6,1,26,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,9,11,0,0,9,11,2,2,7,9,0,1,5,2,4,8,9,10,0,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,4,4,3,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,0,0,0,0,9,2,5,4,0,1,0,8,2011,12,3,1
2012-02-25,1765,Heskey,Emile,Aston Villa,7,Wigan Athletic,111,Away,6,1,19,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,3,0,0,3,3,1,2,2,1,0,0,1,3,2,0,2,2,1,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,0,0,0,0,4,0,0,2,0,0,0,8,2011,4,1,0
2011-11-26,5741,Holt,Grant,Norwich City,45,Queens Park Rangers,52,Home,6,1,20,0,1,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,5,3,0,1,4,3,1,0,3,3,0,0,2,1,2,2,3,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,15,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,2,0,0,0,0,0,0,0,0,0,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0,1,1,0,2,1,2,3,1,2,0,8,2011,12,2,2
2011-10-15,5741,Holt,Grant,Norwich City,45,Swansea City,80,Home,6,1,23,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,7,2,0,0,7,2,0,0,5,0,2,2,7,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,0,1,0,0,0,6,3,0,3,2,0,8,2011,13,0,0
2011-11-19,5741,Holt,Grant,Norwich City,45,Arsenal,3,Home,6,1,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1,0,1,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,3,0,0,2,3,0,0,0,0,0,0,0,0,0,1,1,1,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,13,0,1,0,0,0,2,0,0,0,1,0,8,2011,2,0,0
2012-01-02,5741,Holt,Grant,Norwich City,45,Queens Park Rangers,52,Away,6,1,66,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,16,7,0,2,16,7,5,0,11,7,1,0,9,0,6,7,16,7,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,3,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,3,7,2,11,2,0,0,8,2011,17,3,0
2011-08-27,5741,Holt,Grant,Norwich City,45,Chelsea,8,Away,6,1,90,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,2,5,4,0,0,5,4,0,0,2,0,3,4,4,4,1,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,5,11,2,3,3,8,0,0,0,0,0,0,0,0,1,1,7,7,3,2,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,0,0,0,0,2,3,2,2,0,2,0,8,2011,12,2,0
2012-05-05,5741,Holt,Grant,Norwich City,45,Arsenal,3,Away,6,1,80,1,0,1,1,0,0,1,2,2,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,0,2,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,16,9,0,1,16,9,5,0,11,9,0,0,10,3,6,6,16,9,0,0,3,5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,2,5,0,0,2,5,0,0,0,1,1,0,0,0,2,5,4,4,2,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,1,0,10,5,7,3,0,1,1,8,2011,18,10,0
2012-01-21,5741,Holt,Grant,Norwich City,45,Chelsea,8,Home,6,1,90,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,12,14,0,1,12,12,5,2,7,10,1,0,10,3,1,9,11,11,1,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,2,0,0,0,2,0,2,0,2,36,0,0,0,0,0,0,0,0,0,0,2,3,0,0,2,3,1,0,0,2,1,1,0,0,0,3,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,2,0,0,6,11,6,3,1,1,0,8,2011,16,3,0
2011-10-29,5741,Holt,Grant,Norwich City,45,Blackburn Rovers,5,Home,6,1,22,0,1,0,1,0,0,2,0,0,1,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,10,4,0,2,10,4,2,0,8,4,0,0,4,0,6,4,9,4,1,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,3,3,1,0,2,3,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,13,0,0,1,0,4,3,3,4,0,0,0,8,2011,12,5,0
2012-01-14,5741,Holt,Grant,Norwich City,45,West Bromwich Albion,35,Away,6,1,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,0,3,2,2,0,1,2,0,0,2,1,1,1,3,2,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,8,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,3,0,0,0,0,0,0,0,0,0,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,0,1,0,0,3,2,1,0,0,1,0,8,2011,5,1,0
2011-12-31,5741,Holt,Grant,Norwich City,45,Fulham,54,Home,6,1,45,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,8,0,0,6,6,1,0,5,6,0,0,4,2,2,4,6,4,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2,20,0,0,0,0,0,0,0,0,0,0,3,2,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,0,2,1,0,2,2,7,3,1,0,0,8,2011,13,4,1
2011-08-13,5741,Holt,Grant,Norwich City,45,Wigan Athletic,111,Away,6,1,90,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,15,10,0,2,15,10,3,1,12,9,0,0,7,4,8,6,14,9,1,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,40,0,0,0,0,0,1,0,0,0,1,4,13,0,5,4,8,0,1,0,1,1,0,0,0,1,4,2,2,3,1,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,10,0,4,1,0,9,8,3,5,5,0,0,8,2011,22,8,0
2011-12-10,5741,Holt,Grant,Norwich City,45,Newcastle United,4,Home,6,1,90,1,0,0,2,0,0,3,0,2,0,0,0,0,0,0,0,0,0,2,3,0,2,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,13,14,0,0,13,11,1,1,12,10,0,0,6,3,7,8,13,11,0,0,3,7,0,3,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,2,0,3,38,0,0,0,0,0,0,0,0,0,0,3,10,2,4,1,6,0,0,0,0,0,0,0,0,0,0,4,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,1,0,0,14,4,7,2,2,2,0,8,2011,28,7,3
